Id,Application Date,City,Income,Stage
8039,17-Aug-18,Pune,489012,Stage 1
8040,17-Aug-18,Bengaluru,217416,Stage 2
8041,17-Aug-18,Kolar,255336,Stage 0
8042,17-Aug-18,Pune,274236,Stage 0
8043,17-Aug-18,Parbhani,346044,Stage 0
8044,17-Aug-18,Bengaluru,186336,Stage 1
8045,17-Aug-18,Indore,340404,Stage 0
8046,17-Aug-18,Pune,218424,Stage 1
8047,17-Aug-18,Chennai,235884,Stage 1
8048,17-Aug-18,Begusarai,305436,Stage 0
8049,17-Aug-18,Chennai,259968,Stage 1
8050,17-Aug-18,Bengaluru,369456,Stage 0
8051,17-Aug-18,Chennai,954288,Stage 0
8052,17-Aug-18,Chennai,172272,Stage 1
8053,17-Aug-18,Bengaluru,145788,Stage 1
8054,17-Aug-18,Pune,272172,Stage 0
8055,17-Aug-18,Visakhapatnam,297756,Stage 0
8056,17-Aug-18,Bengaluru,209664,Stage 0
8057,17-Aug-18,Bengaluru,163644,Stage 1
8058,17-Aug-18,Shivamogga,290880,Stage 0
8059,17-Aug-18,Pune,199752,Stage 3
8060,17-Aug-18,Bengaluru,172836,Stage 0
8061,17-Aug-18,Karim Nagar,189972,Stage 0
8062,17-Aug-18,Nellore,4434144,Stage 1
8063,17-Aug-18,Pune,339816,Stage 0
8064,17-Aug-18,Pune,405672,Stage 1
8065,17-Aug-18,Ghaziabad,180312,Stage 0
8066,17-Aug-18,Pune,566376,Stage 1
8067,17-Aug-18,Mumbai,348828,Stage 1
8068,17-Aug-18,Pune,660144,Stage 1
8069,17-Aug-18,Hyderabad,23340,Stage 1
8070,17-Aug-18,Pune,325836,Stage 3
8071,17-Aug-18,Pune,224292,Stage 0
8072,17-Aug-18,Bengaluru,333708,Stage 5
8073,17-Aug-18,Wardha,153576,Stage 0
8074,17-Aug-18,Pune,244068,Stage 0
8075,17-Aug-18,Bengaluru,335184,Stage 5
8076,17-Aug-18,Pune,170880,Stage 0
8077,17-Aug-18,Darbhanga,260160,Stage 1
8078,17-Aug-18,Thane,583452,Stage 0
8079,17-Aug-18,Gadag,383052,Stage 1
8080,17-Aug-18,Mumbai,1140792,Stage 4
8081,17-Aug-18,Bengaluru,373236,Stage 1
8082,17-Aug-18,Mumbai,244692,Stage 3
8083,17-Aug-18,South 24 Parganas,89940,Stage 1
8084,17-Aug-18,Bengaluru,651288,Stage 1
8085,17-Aug-18,Bengaluru,389460,Stage 0
8086,17-Aug-18,Pune,276804,Stage 2
8087,17-Aug-18,Pune,245532,Stage 0
8088,17-Aug-18,Kamrup,324408,Stage 0
8089,17-Aug-18,Durg,178380,Stage 0
8090,17-Aug-18,Chennai,184800,Stage 1
8091,17-Aug-18,Bengaluru,344160,Stage 1
8092,17-Aug-18,Jaunpur,279528,Stage 0
8093,17-Aug-18,Mumbai,551148,Stage 5
8094,17-Aug-18,Bengaluru,253248,Stage 1
8095,17-Aug-18,Bengaluru,250884,Stage 0
8096,17-Aug-18,Bengaluru,225420,Stage 1
8097,17-Aug-18,Bengaluru,187380,Stage 1
8098,17-Aug-18,Pune,179844,Stage 0
8099,17-Aug-18,Bengaluru,277572,Stage 0
8100,17-Aug-18,Krishna,177024,Stage 0
8101,17-Aug-18,Raigarh(MH),167244,Stage 1
8102,17-Aug-18,South West Delhi,1010448,Stage 0
8103,17-Aug-18,Patna,196932,Stage 1
8104,17-Aug-18,Bengaluru,176316,Stage 0
8105,17-Aug-18,Chennai,195384,Stage 0
8106,17-Aug-18,Chennai,730464,Stage 4
8107,17-Aug-18,Tuticorin,358908,Stage 1
8108,17-Aug-18,Bengaluru,101952,Stage 1
8109,17-Aug-18,Bengaluru,200820,Stage 0
8110,17-Aug-18,Bengaluru,155052,Stage 1
8111,17-Aug-18,Hyderabad,318264,Stage 0
8112,17-Aug-18,Raigarh(MH),249192,Stage 0
8113,17-Aug-18,East Delhi,427884,Stage 1
8114,17-Aug-18,Dehradun,160944,Stage 0
8115,17-Aug-18,Bengaluru,171864,Stage 1
8116,17-Aug-18,Parbhani,91008,Stage 0
8117,17-Aug-18,Thane,213060,Stage 1
8118,17-Aug-18,Mumbai,246984,Stage 0
8119,17-Aug-18,Mumbai,405120,Stage 0
8120,17-Aug-18,Mumbai,373692,Stage 5
8121,17-Aug-18,Mumbai,315672,Stage 1
8122,17-Aug-18,Pune,202788,Stage 0
8123,17-Aug-18,K.V.Rangareddy,434952,Stage 1
8124,17-Aug-18,Nagaon,124056,Stage 0
8125,17-Aug-18,Sibsagar,218232,Stage 0
8126,17-Aug-18,Bengaluru,165852,Stage 0
8127,16-Aug-18,Warangal,293124,Stage 1
8128,16-Aug-18,Chennai,182136,Stage 0
8129,16-Aug-18,Bengaluru,404040,Stage 3
8130,16-Aug-18,Valsad,197292,Stage 0
8131,16-Aug-18,Bengaluru,181704,Stage 4
8132,16-Aug-18,Bengaluru,331644,Stage 5
8133,16-Aug-18,Mumbai,295992,Stage 2
8134,16-Aug-18,Mumbai,358728,Stage 1
8135,16-Aug-18,Bengaluru,284652,Stage 2
8136,16-Aug-18,Chennai,223728,Stage 2
8137,16-Aug-18,Bengaluru,186276,Stage 0
8138,16-Aug-18,Chennai,222384,Stage 0
8139,16-Aug-18,Lucknow,556044,Stage 1
8140,16-Aug-18,Bengaluru,196224,Stage 1
8141,16-Aug-18,Bengaluru,324648,Stage 0
8142,16-Aug-18,Hyderabad,258432,Stage 0
8143,16-Aug-18,K.V.Rangareddy,197292,Stage 0
8144,16-Aug-18,Mumbai,259464,Stage 0
8145,16-Aug-18,Bengaluru,250632,Stage 1
8146,16-Aug-18,Chennai,400596,Stage 5
8147,16-Aug-18,Gurgaon,257928,Stage 0
8148,16-Aug-18,Khammam,491700,Stage 0
8149,16-Aug-18,K.V.Rangareddy,207276,Stage 0
8150,16-Aug-18,Bengaluru,393024,Stage 3
8151,16-Aug-18,Bengaluru,182820,Stage 0
8152,16-Aug-18,South Delhi,196032,Stage 1
8153,16-Aug-18,South Delhi,162876,Stage 0
8154,16-Aug-18,Bengaluru,196464,Stage 4
8155,16-Aug-18,Bengaluru,224376,Stage 4
8156,16-Aug-18,Bengaluru,180072,Stage 0
8157,16-Aug-18,Bengaluru,198708,Stage 0
8158,16-Aug-18,Bengaluru,237360,Stage 0
8159,16-Aug-18,Bengaluru,292968,Stage 0
8160,16-Aug-18,Chennai,551364,Stage 1
8161,16-Aug-18,Pune,540828,Stage 1
8162,16-Aug-18,Bengaluru,151824,Stage 1
8163,16-Aug-18,South Delhi,349764,Stage 0
8164,16-Aug-18,Pune,280008,Stage 0
8165,16-Aug-18,Bengaluru,464832,Stage 0
8166,16-Aug-18,Nizamabad,196032,Stage 0
8167,16-Aug-18,Hyderabad,192456,Stage 0
8168,16-Aug-18,Bengaluru,626424,Stage 2
8169,16-Aug-18,Pune,138540,Stage 1
8170,16-Aug-18,Mumbai,264012,Stage 3
8171,16-Aug-18,Bengaluru,720012,Stage 0
8172,16-Aug-18,Ludhiana,424188,Stage 1
8173,16-Aug-18,Bengaluru,300480,Stage 1
8174,16-Aug-18,Mumbai,248304,Stage 0
8175,16-Aug-18,Bengaluru,207888,Stage 3
8176,16-Aug-18,Dharmapuri,241008,Stage 1
8177,16-Aug-18,Bengaluru,209160,Stage 1
8178,16-Aug-18,Surat,175968,Stage 0
8179,16-Aug-18,Bengaluru,306588,Stage 4
8180,16-Aug-18,Hyderabad,168072,Stage 1
8181,16-Aug-18,Firozabad,769116,Stage 0
8182,16-Aug-18,Bengaluru,508152,Stage 4
8183,16-Aug-18,Hyderabad,302892,Stage 0
8184,16-Aug-18,Chennai,276684,Stage 4
8185,16-Aug-18,East Delhi,181740,Stage 0
8186,16-Aug-18,Pune,655728,Stage 1
8187,16-Aug-18,Chennai,231468,Stage 0
8188,16-Aug-18,Chennai,377004,Stage 1
8189,16-Aug-18,Bengaluru,455556,Stage 2
8190,16-Aug-18,Bengaluru,250536,Stage 4
8191,16-Aug-18,Mumbai,376668,Stage 1
8192,16-Aug-18,Pune,151056,Stage 0
8193,16-Aug-18,Pune,241320,Stage 0
8194,16-Aug-18,Namakkal,248052,Stage 0
8195,16-Aug-18,Kamrup,257076,Stage 1
8196,16-Aug-18,Bengaluru,233664,Stage 0
8197,16-Aug-18,Vadodara,322344,Stage 0
8198,16-Aug-18,Ahmedabad,635676,Stage 1
8199,16-Aug-18,Bengaluru,486360,Stage 4
8200,16-Aug-18,East Midnapore,120972,Stage 1
8201,16-Aug-18,East Midnapore,116040,Stage 0
8202,16-Aug-18,Tiruchirappalli,645492,Stage 1
8203,16-Aug-18,Bengaluru,218520,Stage 0
8204,16-Aug-18,Kolkata,431868,Stage 1
8205,16-Aug-18,Bengaluru,249468,Stage 1
8206,16-Aug-18,Bhopal,178020,Stage 0
8207,16-Aug-18,Guntur,189696,Stage 1
8208,16-Aug-18,Chennai,359604,Stage 4
8209,16-Aug-18,Mumbai,600468,Stage 1
8210,16-Aug-18,Amravati,533856,Stage 1
8211,16-Aug-18,Bengaluru,615360,Stage 1
8212,16-Aug-18,Mumbai,587604,Stage 2
8213,16-Aug-18,Lucknow,370236,Stage 1
8214,16-Aug-18,Bengaluru,328284,Stage 4
8215,16-Aug-18,Other,666780,Stage 4
8216,16-Aug-18,Mumbai,395628,Stage 0
8217,16-Aug-18,Chennai,883284,Stage 0
8218,16-Aug-18,Bengaluru,349248,Stage 4
8219,16-Aug-18,Chennai,206940,Stage 0
8220,16-Aug-18,Kachchh,243444,Stage 1
8221,16-Aug-18,Bengaluru,392028,Stage 0
8222,16-Aug-18,Araria,231912,Stage 1
8223,16-Aug-18,Ananthapur,166500,Stage 1
8224,16-Aug-18,Bengaluru,367668,Stage 3
8225,16-Aug-18,Mumbai,508932,Stage 1
8226,16-Aug-18,Bengaluru,241200,Stage 4
8227,16-Aug-18,K.V.Rangareddy,551508,Stage 0
8228,16-Aug-18,Pune,322020,Stage 1
8229,16-Aug-18,Pune,174900,Stage 0
8230,16-Aug-18,Bengaluru,641604,Stage 0
8231,16-Aug-18,Bengaluru,657156,Stage 1
8232,16-Aug-18,Bengaluru,171384,Stage 1
8233,16-Aug-18,Pune,584820,Stage 4
8234,16-Aug-18,Bengaluru,128496,Stage 0
8235,16-Aug-18,Bengaluru,716196,Stage 0
8236,16-Aug-18,Bengaluru,157224,Stage 1
8237,16-Aug-18,Darrang,298500,Stage 1
8238,16-Aug-18,Hyderabad,247392,Stage 0
8239,16-Aug-18,Bengaluru,173076,Stage 0
8240,16-Aug-18,Hyderabad,228096,Stage 0
8241,16-Aug-18,Bengaluru,326124,Stage 0
8242,16-Aug-18,Chennai,284892,Stage 0
8243,16-Aug-18,Erode,211740,Stage 1
8244,16-Aug-18,Chennai,183336,Stage 0
8245,16-Aug-18,Bangalore Rural,868776,Stage 1
8246,16-Aug-18,Bengaluru,2878596,Stage 2
8247,16-Aug-18,Mumbai,226116,Stage 0
8248,16-Aug-18,Bengaluru,710604,Stage 0
8249,16-Aug-18,Bengaluru,561708,Stage 4
8250,16-Aug-18,Pune,184884,Stage 0
8251,16-Aug-18,Bengaluru,573252,Stage 0
8252,16-Aug-18,Madurai,1032300,Stage 1
8253,16-Aug-18,South West Delhi,286656,Stage 0
8254,16-Aug-18,Bengaluru,673032,Stage 1
8255,16-Aug-18,Chennai,1073496,Stage 1
8256,16-Aug-18,Jalandhar,324000,Stage 0
8257,16-Aug-18,Bengaluru,663360,Stage 4
8258,16-Aug-18,Ramanagar,610476,Stage 0
8259,16-Aug-18,Bengaluru,225780,Stage 0
8260,16-Aug-18,Raichur,239076,Stage 0
8261,16-Aug-18,Nagpur,103044,Stage 1
8262,16-Aug-18,Chennai,256452,Stage 0
8263,16-Aug-18,Bengaluru,163200,Stage 0
8264,16-Aug-18,Bengaluru,250128,Stage 2
8265,16-Aug-18,Madurai,402072,Stage 1
8266,16-Aug-18,Bengaluru,492468,Stage 1
8267,16-Aug-18,Pune,150876,Stage 1
8268,16-Aug-18,Mumbai,410112,Stage 0
8269,16-Aug-18,Nashik,214596,Stage 0
8270,16-Aug-18,Indore,227904,Stage 0
8271,16-Aug-18,Bengaluru,421968,Stage 1
8272,16-Aug-18,Dehradun,321804,Stage 1
8273,16-Aug-18,Mumbai,233916,Stage 1
8274,16-Aug-18,Dehradun,282816,Stage 0
8275,16-Aug-18,Bengaluru,171624,Stage 0
8276,16-Aug-18,Aligarh,252072,Stage 1
8277,16-Aug-18,Bengaluru,293676,Stage 3
8278,16-Aug-18,Bengaluru,168792,Stage 0
8279,16-Aug-18,West Delhi,555024,Stage 1
8280,16-Aug-18,Ajmer,678276,Stage 0
8281,16-Aug-18,Bengaluru,326652,Stage 1
8282,16-Aug-18,Bengaluru,338688,Stage 4
8283,16-Aug-18,West Delhi,872892,Stage 1
8284,16-Aug-18,Sidhi,125544,Stage 0
8285,16-Aug-18,Mumbai,403272,Stage 0
8286,16-Aug-18,Bengaluru,140736,Stage 1
8287,16-Aug-18,Tiruchirappalli,110952,Stage 0
8288,16-Aug-18,Chittoor,1920576,Stage 1
8289,16-Aug-18,Pune,163260,Stage 0
8290,16-Aug-18,Mumbai,202236,Stage 1
8291,16-Aug-18,Sehore,294660,Stage 0
8292,16-Aug-18,Coimbatore,234048,Stage 1
8293,16-Aug-18,Mumbai,289356,Stage 2
8294,16-Aug-18,Mumbai,184932,Stage 1
8295,16-Aug-18,Mumbai,227268,Stage 1
8296,16-Aug-18,Bengaluru,221256,Stage 1
8297,16-Aug-18,Mumbai,367428,Stage 1
8298,16-Aug-18,Thane,343524,Stage 0
8299,16-Aug-18,Mumbai,318360,Stage 1
8300,16-Aug-18,Bengaluru,446160,Stage 2
8301,16-Aug-18,West Champaran,162108,Stage 0
8302,16-Aug-18,Bengaluru,422832,Stage 1
8303,16-Aug-18,Gopalganj,434832,Stage 1
8304,16-Aug-18,Chennai,228072,Stage 4
8305,16-Aug-18,Pune,256716,Stage 0
8306,15-Aug-18,Pune,235488,Stage 0
8307,15-Aug-18,Bengaluru,220764,Stage 2
8308,15-Aug-18,Ahmedabad,197232,Stage 0
8309,15-Aug-18,Bengaluru,158124,Stage 1
8310,15-Aug-18,Bengaluru,222756,Stage 0
8311,15-Aug-18,Pune,335256,Stage 1
8312,15-Aug-18,Bengaluru,239244,Stage 0
8313,15-Aug-18,Mumbai,429384,Stage 1
8314,15-Aug-18,Bengaluru,509772,Stage 0
8315,15-Aug-18,West Delhi,232056,Stage 0
8316,15-Aug-18,Bengaluru,335232,Stage 0
8317,15-Aug-18,Bengaluru,195912,Stage 1
8318,15-Aug-18,Bengaluru,259452,Stage 0
8319,15-Aug-18,Chennai,372684,Stage 0
8320,15-Aug-18,Bengaluru,982452,Stage 4
8321,15-Aug-18,Chennai,363456,Stage 0
8322,15-Aug-18,Chennai,377472,Stage 0
8323,15-Aug-18,Malda,879672,Stage 1
8324,15-Aug-18,Chennai,117960,Stage 1
8325,15-Aug-18,Mandya,523200,Stage 1
8326,15-Aug-18,Gautam Buddha Nagar,308160,Stage 1
8327,15-Aug-18,Bengaluru,205308,Stage 3
8328,15-Aug-18,Mumbai,444924,Stage 1
8329,15-Aug-18,Chennai,176472,Stage 0
8330,15-Aug-18,Pune,986304,Stage 0
8331,15-Aug-18,Hyderabad,470508,Stage 1
8332,15-Aug-18,Chhatarpur,195768,Stage 1
8333,15-Aug-18,Bengaluru,204660,Stage 2
8334,15-Aug-18,Bardhaman,196464,Stage 0
8335,15-Aug-18,Chennai,173640,Stage 4
8336,15-Aug-18,Bengaluru,250284,Stage 3
8337,15-Aug-18,Bangalore Rural,327072,Stage 0
8338,15-Aug-18,Chennai,288924,Stage 1
8339,15-Aug-18,Chennai,316596,Stage 0
8340,15-Aug-18,Bengaluru,213132,Stage 0
8341,15-Aug-18,Bengaluru,239472,Stage 4
8342,15-Aug-18,Bengaluru,1293252,Stage 5
8343,15-Aug-18,Bengaluru,1423164,Stage 0
8344,15-Aug-18,Bengaluru,515448,Stage 1
8345,15-Aug-18,Faridabad,250392,Stage 0
8346,15-Aug-18,Bengaluru,343188,Stage 1
8347,15-Aug-18,Bengaluru,421224,Stage 0
8348,15-Aug-18,Bengaluru,318228,Stage 2
8349,15-Aug-18,Mumbai,519660,Stage 0
8350,15-Aug-18,Thane,951900,Stage 1
8351,15-Aug-18,Mumbai,303540,Stage 0
8352,15-Aug-18,Ramanagar,218376,Stage 1
8353,15-Aug-18,Mumbai,217812,Stage 4
8354,15-Aug-18,Sivaganga,110328,Stage 1
8355,15-Aug-18,Indore,226656,Stage 0
8356,15-Aug-18,Chennai,582000,Stage 0
8357,15-Aug-18,Bengaluru,965004,Stage 1
8358,15-Aug-18,Mumbai,198384,Stage 1
8359,15-Aug-18,Bengaluru,184068,Stage 1
8360,15-Aug-18,Bengaluru,165912,Stage 0
8361,15-Aug-18,Bengaluru,184908,Stage 0
8362,15-Aug-18,Chitradurga,287964,Stage 1
8363,15-Aug-18,Krishna,124380,Stage 0
8364,15-Aug-18,West Delhi,377052,Stage 0
8365,15-Aug-18,Ahmedabad,229548,Stage 0
8366,15-Aug-18,Bengaluru,643320,Stage 1
8367,15-Aug-18,West Delhi,349020,Stage 0
8368,15-Aug-18,Bengaluru,358008,Stage 4
8369,15-Aug-18,Pune,262380,Stage 2
8370,15-Aug-18,Bengaluru,463908,Stage 1
8371,15-Aug-18,Bengaluru,254172,Stage 4
8372,15-Aug-18,Chennai,628812,Stage 1
8373,15-Aug-18,Mumbai,617340,Stage 1
8374,15-Aug-18,Chandigarh,152388,Stage 1
8375,15-Aug-18,Bengaluru,936072,Stage 1
8376,15-Aug-18,Mumbai,259752,Stage 1
8377,15-Aug-18,Bengaluru,556896,Stage 3
8378,15-Aug-18,Chennai,875496,Stage 0
8379,15-Aug-18,Chennai,280908,Stage 4
8380,15-Aug-18,Pune,117192,Stage 1
8381,15-Aug-18,Durg,58788,Stage 0
8382,15-Aug-18,Bengaluru,139428,Stage 0
8383,15-Aug-18,Bengaluru,169440,Stage 1
8384,15-Aug-18,Thane,685560,Stage 1
8385,15-Aug-18,Pune,263448,Stage 0
8386,15-Aug-18,Pune,192036,Stage 1
8387,15-Aug-18,Bengaluru,24156,Stage 0
8388,15-Aug-18,Bengaluru,250716,Stage 0
8389,15-Aug-18,Ratnagiri,224760,Stage 1
8390,15-Aug-18,Pune,126948,Stage 0
8391,15-Aug-18,Bengaluru,245892,Stage 0
8392,15-Aug-18,Jaipur,224664,Stage 0
8393,15-Aug-18,Chennai,99948,Stage 1
8394,15-Aug-18,Mumbai,221232,Stage 4
8395,15-Aug-18,Bengaluru,315672,Stage 0
8396,15-Aug-18,Other,204000,Stage 1
8397,15-Aug-18,Darbhanga,498564,Stage 1
8398,15-Aug-18,Other,354660,Stage 1
8399,15-Aug-18,Chennai,263616,Stage 0
8400,15-Aug-18,Bengaluru,275364,Stage 1
8401,15-Aug-18,Chennai,22800,Stage 0
8402,15-Aug-18,Pune,207792,Stage 3
8403,15-Aug-18,Chennai,152808,Stage 1
8404,15-Aug-18,Bengaluru,246468,Stage 0
8405,15-Aug-18,Bengaluru,218688,Stage 0
8406,15-Aug-18,Mumbai,297876,Stage 2
8407,15-Aug-18,Thane,135072,Stage 0
8408,15-Aug-18,Thane,215112,Stage 1
8409,15-Aug-18,Mumbai,868260,Stage 1
8410,15-Aug-18,Chennai,205260,Stage 0
8411,15-Aug-18,Bengaluru,347568,Stage 0
8412,15-Aug-18,Bengaluru,353064,Stage 1
8413,15-Aug-18,Bengaluru,285900,Stage 0
8414,15-Aug-18,Bengaluru,261096,Stage 0
8415,15-Aug-18,Bengaluru,325680,Stage 3
8416,15-Aug-18,Bengaluru,182604,Stage 0
8417,15-Aug-18,Pune,207732,Stage 3
8418,15-Aug-18,Karnal,199008,Stage 0
8419,15-Aug-18,Bengaluru,1353840,Stage 0
8420,15-Aug-18,Bengaluru,259224,Stage 4
8421,15-Aug-18,Chennai,207612,Stage 0
8422,15-Aug-18,Bengaluru,230004,Stage 3
8423,15-Aug-18,Bengaluru,364836,Stage 0
8424,15-Aug-18,Chennai,171516,Stage 1
8425,15-Aug-18,Chennai,275364,Stage 0
8426,15-Aug-18,Tiruchirappalli,551496,Stage 0
8427,15-Aug-18,Hyderabad,228468,Stage 0
8428,15-Aug-18,Aurangabad,174228,Stage 0
8429,15-Aug-18,Bengaluru,250500,Stage 1
8430,15-Aug-18,Tiruchirappalli,214056,Stage 1
8431,15-Aug-18,Bengaluru,351876,Stage 1
8432,15-Aug-18,Dakshina Kannada,129768,Stage 1
8433,15-Aug-18,Bengaluru,488040,Stage 2
8434,15-Aug-18,Bangalore Rural,163296,Stage 0
8435,15-Aug-18,Bengaluru,261108,Stage 1
8436,15-Aug-18,Bengaluru,170508,Stage 0
8437,15-Aug-18,Bengaluru,164664,Stage 0
8438,15-Aug-18,Ahmedabad,262860,Stage 0
8439,15-Aug-18,Pune,306084,Stage 1
8440,14-Aug-18,North West Delhi,613824,Stage 1
8441,14-Aug-18,Bengaluru,266040,Stage 4
8442,14-Aug-18,Bengaluru,347556,Stage 4
8443,14-Aug-18,Thiruvananthapuram,1603572,Stage 0
8444,14-Aug-18,Bengaluru,220260,Stage 4
8445,14-Aug-18,Bengaluru,174324,Stage 1
8446,14-Aug-18,Pune,250764,Stage 1
8447,14-Aug-18,Bengaluru,443736,Stage 4
8448,14-Aug-18,Bengaluru,318000,Stage 4
8449,14-Aug-18,Bengaluru,525792,Stage 5
8450,14-Aug-18,Bengaluru,196968,Stage 0
8451,14-Aug-18,Mumbai,179040,Stage 1
8452,14-Aug-18,K.V.Rangareddy,229536,Stage 0
8453,14-Aug-18,Bengaluru,17460,Stage 0
8454,14-Aug-18,Gaya,327744,Stage 0
8455,14-Aug-18,West Delhi,324708,Stage 1
8456,14-Aug-18,Hyderabad,900756,Stage 0
8457,14-Aug-18,Bengaluru,327348,Stage 4
8458,14-Aug-18,Bhopal,116352,Stage 1
8459,14-Aug-18,Mumbai,416052,Stage 3
8460,14-Aug-18,Patna,163440,Stage 1
8461,14-Aug-18,Bengaluru,548052,Stage 0
8462,14-Aug-18,K.V.Rangareddy,393696,Stage 1
8463,14-Aug-18,Mumbai,220632,Stage 4
8464,14-Aug-18,Coimbatore,336528,Stage 0
8465,14-Aug-18,Bengaluru,560916,Stage 0
8466,14-Aug-18,Chennai,342888,Stage 3
8467,14-Aug-18,Srikakulam,148872,Stage 1
8468,14-Aug-18,Pune,674028,Stage 1
8469,14-Aug-18,Thane,491568,Stage 1
8470,14-Aug-18,Dehradun,791124,Stage 1
8471,14-Aug-18,Bengaluru,485724,Stage 0
8472,14-Aug-18,Hoshiarpur,599544,Stage 1
8473,14-Aug-18,Pune,919812,Stage 0
8474,14-Aug-18,Bengaluru,388284,Stage 1
8475,14-Aug-18,Bengaluru,246444,Stage 1
8476,14-Aug-18,Thanjavur,307128,Stage 1
8477,14-Aug-18,Bengaluru,972888,Stage 4
8478,14-Aug-18,Bengaluru,452712,Stage 0
8479,14-Aug-18,Bengaluru,167772,Stage 1
8480,14-Aug-18,Bengaluru,412764,Stage 1
8481,14-Aug-18,Bengaluru,241608,Stage 0
8482,14-Aug-18,Bengaluru,394344,Stage 2
8483,14-Aug-18,Bengaluru,337824,Stage 0
8484,14-Aug-18,Cuddalore,368436,Stage 0
8485,14-Aug-18,Mohali,414960,Stage 0
8486,14-Aug-18,Kanpur Dehat,185772,Stage 0
8487,14-Aug-18,Mumbai,1723272,Stage 2
8488,14-Aug-18,Bengaluru,178752,Stage 1
8489,14-Aug-18,Bengaluru,860772,Stage 0
8490,14-Aug-18,Ahmedabad,313656,Stage 1
8491,14-Aug-18,Thane,190116,Stage 1
8492,14-Aug-18,Indore,538176,Stage 0
8493,14-Aug-18,Mumbai,193296,Stage 1
8494,14-Aug-18,Rajkot,169728,Stage 0
8495,14-Aug-18,Ahmedabad,332496,Stage 1
8496,14-Aug-18,K.V.Rangareddy,979536,Stage 0
8497,14-Aug-18,Bengaluru,189972,Stage 1
8498,14-Aug-18,Thane,162216,Stage 0
8499,14-Aug-18,Bengaluru,1164540,Stage 4
8500,14-Aug-18,Ahmedabad,263256,Stage 1
8501,14-Aug-18,Mumbai,729828,Stage 0
8502,14-Aug-18,Hyderabad,650748,Stage 0
8503,14-Aug-18,Mysuru,251844,Stage 1
8504,14-Aug-18,Chennai,457788,Stage 0
8505,14-Aug-18,Thiruvananthapuram,1786992,Stage 0
8506,14-Aug-18,Bengaluru,246048,Stage 1
8507,14-Aug-18,Pune,713712,Stage 5
8508,14-Aug-18,Bengaluru,461700,Stage 4
8509,14-Aug-18,Pune,357864,Stage 0
8510,14-Aug-18,Hyderabad,247464,Stage 1
8511,14-Aug-18,Bengaluru,588036,Stage 0
8512,14-Aug-18,Bengaluru,236484,Stage 4
8513,14-Aug-18,Bengaluru,196416,Stage 2
8514,14-Aug-18,Kolkata,303780,Stage 1
8515,14-Aug-18,Bengaluru,332916,Stage 0
8516,14-Aug-18,Lakhimpur,117516,Stage 0
8517,14-Aug-18,Other,268908,Stage 1
8518,14-Aug-18,Pune,165528,Stage 3
8519,14-Aug-18,Thane,173496,Stage 0
8520,14-Aug-18,Chennai,204648,Stage 1
8521,14-Aug-18,Bangalore Rural,156612,Stage 1
8522,14-Aug-18,Jaipur,3821280,Stage 0
8523,14-Aug-18,Chennai,167352,Stage 4
8524,14-Aug-18,Thane,219576,Stage 0
8525,14-Aug-18,Mumbai,237912,Stage 0
8526,14-Aug-18,Chennai,250764,Stage 3
8527,14-Aug-18,South West Delhi,209124,Stage 0
8528,14-Aug-18,Chennai,295716,Stage 3
8529,14-Aug-18,Namakkal,219516,Stage 1
8530,14-Aug-18,Bengaluru,388080,Stage 0
8531,14-Aug-18,Chennai,610620,Stage 0
8532,14-Aug-18,Chennai,815700,Stage 1
8533,14-Aug-18,Bengaluru,782664,Stage 0
8534,14-Aug-18,Bengaluru,243792,Stage 0
8535,14-Aug-18,Bengaluru,197952,Stage 0
8536,14-Aug-18,Chennai,1020684,Stage 0
8537,14-Aug-18,Bengaluru,205392,Stage 0
8538,14-Aug-18,Chennai,205464,Stage 2
8539,14-Aug-18,Chennai,189432,Stage 0
8540,14-Aug-18,Mumbai,183300,Stage 1
8541,14-Aug-18,Thane,310332,Stage 0
8542,14-Aug-18,Bengaluru,256392,Stage 4
8543,14-Aug-18,Thane,3270084,Stage 0
8544,14-Aug-18,Bengaluru,237780,Stage 0
8545,14-Aug-18,Anand,193152,Stage 0
8546,14-Aug-18,Nashik,207768,Stage 0
8547,14-Aug-18,Osmanabad,302124,Stage 0
8548,14-Aug-18,Bengaluru,195240,Stage 0
8549,14-Aug-18,Osmanabad,2981160,Stage 0
8550,14-Aug-18,Vadodara,236832,Stage 1
8551,14-Aug-18,Bengaluru,215688,Stage 4
8552,14-Aug-18,Bengaluru,288048,Stage 0
8553,14-Aug-18,Bengaluru,170100,Stage 1
8554,14-Aug-18,Ernakulam,180804,Stage 1
8555,14-Aug-18,Bengaluru,794412,Stage 0
8556,14-Aug-18,South West Delhi,409572,Stage 1
8557,14-Aug-18,Gandhi Nagar,1925844,Stage 0
8558,14-Aug-18,Visakhapatnam,175740,Stage 1
8559,14-Aug-18,Gandhi Nagar,165132,Stage 0
8560,14-Aug-18,Chennai,312360,Stage 1
8561,14-Aug-18,Chennai,236280,Stage 0
8562,14-Aug-18,Coimbatore,357744,Stage 1
8563,14-Aug-18,Mumbai,1095516,Stage 0
8564,14-Aug-18,Dhemaji,183732,Stage 1
8565,14-Aug-18,Krishnagiri,324108,Stage 0
8566,14-Aug-18,Mumbai,286896,Stage 1
8567,14-Aug-18,Chennai,260808,Stage 0
8568,14-Aug-18,Vadodara,325548,Stage 0
8569,14-Aug-18,Jalor,289524,Stage 0
